claim_s,fake_flag
حكم بسجن جنود اغتصبوا عاملات إغاثة أجنبيات في جنوب السودان,0
11 شاحنة غاز مصرية تدخل قطاع غزة,0
فيلم النمر الأسود يفتتح دار عرض سينمائي لأول مرة منذ 35 عام,0
الانتخابات الرئاسية في مصر: السيسي في طريقه للفوز بولاية رئاسية ثانية,0
تجاوز حاجز الـ 75 دولار لخام البرننت,0
دوائر لنظر قضايا الفساد لأول مرة في السعودية,0
اعتراف خامنئي:خطأ فادح في أزمة إيران,0
اليمن: معارك الحديدة تسفر عن مقتل العشرات خلال أيام,0
أول أيام الآلية الجديدة في السودان تشهد ارتفاعاً كبيراً للجنيه,1
أعلن الصليب الأحمر عن إستلام جثماني الفلسطينيين,1
واشنطن تفرض عقوبات على الأمين العام لحزب الله حسن نصر الله ومساعدين له,0
مظاهرات روسية تطالب بالحرية,1
البطالة لأعلى مستوى في مصر,1
٢ مليار دولار سعودية وديعة باليمن,0
من هو نبيه بري الذي يرأس برلمان لبنان للمرة السادسة؟,0
محكمة مصرية تقضي بسجن وزير الأعلام السابق صفوت الشريف 10 سنوات,1
مباحثات بين بومبيو و العاهل السعودي بشأن اختفاء خاشقجي,0
دولة تواجه موجة حر برفع أسعار الكهرباء,1
العراق: من سيكون رئيس الجمهورية المقبل؟,0
وفاة قاضي متورط في نزاع ملكية مع المغنية كيتي بيري في قاعة المحكمة,1
بوتن يرفع راية الإصلاح الاقتصادي بولايته الرابعة,0
مدير أكاديمية الأوسكار يواجه اتهامات بالتحرش,0
نيك جوناس وبريانكا شوبرا يؤكدان جوازهما,1
تقارير عن مقتل وإصابة إسرائيليين على يد مسلح فلسطيني,0
خط ساخن للنساء في مهرجان كان السينمائي للإبلاغ عن التحرش,0
الذهب يتراجع مع تصريحات ترامب حول كوريا الشمالية,0
أعلى مستوى لليورو في عام,1
تعافي الليرة وسندات مالية تدفعان الاقتصاد التركي,1
ائتلافان سياسيان يتنافسان على أغلبية البرلمان العراقي,0
استخدام غاز الكلور فى الغارات على الغوطة,1
تعرف على عشيرة الغفران التي تشكو سحب قطر الجنسية من أبنائها,0
هارفي واينستين يعلن تسليم نفسه للشرطة من أجل مواجهة تهم السرقة,1
وزير الطاقة الإماراتي: قريبون من بلوغ الاتزان في سوق النفط,0
مخزونات الخام الأميركي تصعد بالنفط,1
روسيا تعلن تطوير الدفاع الجوي السوري بمنظومة صواريخ أس 300 المتطورة,0
مسيرات غزة: مقتل المسعفة الفلسطينية الشابة رزان النجار جريمة اغتيال إسرائيلية مكتملة الأركان,0
روحاني يتهم واشنطن بالسعي لتغيير نظام الحكم في إيران,0
أمر الرئيس الروسي بوقف إنساني للقتال في الغوطة الشرقية فى سوريا,0
ميزانية إيطاليا تؤذي اليورو,0
الجنرال قاسم سليماني: من عامل بناء لرأس حربة روسيا في مواجهة إسرائيل,1
الذهب ينخفض مع فشل أزمة إيران في تحفيز المشتريات,0
الذهب ينخفض بفعل صعود الدولار وزيادة عوائد السندات,0
الدولار مهدد بسبب العجز و التضخم,0
تداعيات الانفصال شرق السودان تستمر,1
مصر  تتجاهل الرد بشأن مادة تقلل السكان,1
انخفاض جديد لليرة قبل اجتماع تركيا مع أمريكا,0
أزمة لمحال الصرافة يسببها تراجع الريال,0
محكمة عسكرية مصرية تقضي بحبس هشام جنينة خمس سنوات,0
الشرطة المصرية تعتقل هشام جنينة بعد ما قاله عن سامي عنان,0
السودان.. ارتفاع التضخم وسط زيادات بالأسعار وشح في العملة,0
اكتشاف معادن ثمينة تكفي العالم لقرون,0
فشل أزمة إيران في تحفيز المشتريات يؤدي إلى انخفاض النفط,1
جائزتين في مهرجان البندقية السينمائي يفوز بهما فيلم لسه عم يسجل,0
حادث قطار في القاهرة بمصر نتج عنه إصابة ومقتل العديد,1
مخترع بتكوين مهدد بدفع تعويضات قدرها 10مليارات دولار,0
واشنطن- بكين رحى الحرب التجارية تشتعل,0
النيابة المصرية تأمر بتسليم جثتي سائحي الغردقة البريطانيين,1
قتلى في انفجار في مطبخ ميداني تابع للقوات اليمنية في عدن,0
توقف الغارات الجوية على درعا و هدوء الأوضاع,1
مقتل المؤلف المصري  أحمد خالد توفيق,1
الإمدادات والتوترات تؤديان لانخفاض أسعار النفط,0
محادثات سعودية إماراتية كويتية لدعم البحرين,0
الليرة التركية تهبط لمستوى قياسي,0
كيف تحافظ واشنطن على التعاون التركي الإيراني الروسي في سوريا؟,0
الدولار يقفز.. ويعزز مكاسبه,0
60 مليار ومعدات عسكرية  من الصين لأفريقيا,0
خطة يابانية لغزو سوق السيارات الكهربائية,1
فشل وصول ممثلات تركيات إلى خشبة المسرح بسبب مشهد عناق,0
قتلى سوريون في الغارة الإسرائيلية جنوب دمشق,1
إيران: حملة معارضة للحكومة على تويتر باستخدام الأوراق النقدية,0
6 تريليونات دولار.. قنبلة صينية سرية تهدد العالم,0
ميركل تحذر ترامب من حرب تجارية,0
الأسهم الأوروبية ضحية جديدة لليرة التركية,0
ارتفاع قياسي لمؤشر نيكاي منذ ١٩٩١,0
نقل مقبرة قائد الجيش المصري في عهد الملك رعمسيس الثاني,1
تتضاعف أعداد التوانسة الطامحين في الهجرة إلى أوروبا,0
كليوباترا يتواجد في معبد بجنوب مصر,1
إقرار السياسة الوطنية لبرنامج الطاقة الذرية في السعودية,0
تسلا تستعد لإطلاق أول مصانعها في الصين,0
تراجع  الإمارات في مجال الطاقة النووية,1
مراكز مدينة تفاقم تدهور أسعار الذهب,1
إحباط هجوم انتحاري على كنيسة في السعودية,1
تعليق مفاجئ للمشاريع الروسية في إيران,0
خفض للمعاشات والأجور المصرية قريباً,1
قافلة مساعدات إنسانية تتجه للغوطة الشرقية ضمت 25 حافلة,0
معارضون يشجبون اعتقال نائب رئيس حزب مصر القوية,0
المذيعون يتساوون مع المذيعات و يرفعون أجورهم من أجل المساواة,1
التكنولوجيا قلعة جديدة للحرب التجارية الأميركية ضد الصين,0
ارتفاع الليرة التركية لمستوى قياسي جديد,1
أردوغان يعلن إيقاف الشيء المدعو أوبر,0
